cat,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195
Hosm026k,6.754874793,7.986225072,-1.623018425,3.18820502,-2.12484476,-1.182970323,0.674688455,-5.269493203,-2.374588624,0.028453066,-5.39899363,-2.678705127,-0.74825717,-5.029883308,-4.777800836,-1.168524545,-5.067203597,-4.381601637,-2.697194747,-4.043965084,-5.507933793,-2.775245795,-4.13604778,-6.10116073,-4.185231633,-3.062626633,-3.864282023,-3.186061295,-4.89015147,-2.079826553,-0.782946524,-0.946186246,-3.034563335,-3.034636417,-5.016241427,-2.096294252,-0.705869897,-5.636362358,-2.60552618,-3.5096662,-4.749737539,-1.606355842,-1.716440949,-5.831831024,-0.197052098,-2.848424742,-4.988567897,0.627989373,0.185237255,3.400506792,-11.46397902,-5.167349619,-1.992421073,-6.152707552,-5.322477294,-2.294198968,-5.08922549,-5.308153319,-2.377999094,-4.404208183,-6.06907795,-3.268131826,-2.946280877,-5.09358602,-4.48323365,-1.027550322,-6.839844223,-2.491226706,-0.858293556,-5.531782724,-3.069155248,-0.414542657,-5.334754987,-3.353101255,0.119536982,-5.479748693,-3.120117417,0.165919377,-6.591269664,-4.175511793,-0.31320297,-7.051975472,-4.732197977,1.148037363,-6.375727945,-5.293561378,1.092105651,-5.67677643,-5.716362246,1.113542893,-7.576116026,-3.968642412,1.261362417,-7.933728191,-3.178680063,1.303165038,-3.264112343,5.333171554,0.234713434,-6.881062192,3.872808199,-0.77400622,-7.330074959,2.944088432,-1.187062887,-7.321207737,2.483577508,-3.408448315,-7.395555988,1.88352963,-3.320653067,-6.748833389,0.559779968,-4.713586554,-6.808760223,0.629256119,-5.476752351,-5.526033646,-1.242312505,-3.436511613,-7.354143135,-0.036272787,-1.305260041,-3.167644756,1.402848211,-2.774490619,-6.986494443,-0.626089254,-1.412836017,-7.687102472,1.991885142,-1.167671928,-7.032681955,-0.628232978,-0.856831926,-7.755506761,1.242653552,0.907647933,-7.021865892,-0.470279485,1.398560763,2.916390737,3.845327409,2.598164436,-0.044955789,1.365121199,1.804430692,2.646782541,-2.180000639,-0.677841493,-3.443191068,4.951088193,0.508955864,-1.945695584,0.108184813,-0.518315939,-3.383344526,-1.437757297,0.913661878,-3.951717125,-1.867096523,0.807627162,-6.323591892,-3.943974871,0.873546533,-5.503996844,-5.093314936,1.429542936,-4.956162096,-5.793079702,1.367178882,-3.68428861,-5.415865713,1.675484417,-1.703335292,-3.680445497,1.438851766,1.874357414,-4.512348347,-0.890787951,-7.314701924,-3.048100564,1.588445417,-7.919097177,-2.485681573,1.719325622,-7.359740886,-1.219404961,2.130008602,-5.157007612,0.483346751,2.124028391,-6.1553113,4.065532605,0.609218428
Hosm029k,7.155957094,8.594753349,-1.880362565,3.304063171,-2.206592171,-0.292468895,0.606279914,-5.554802058,-1.363788976,-0.263864004,-5.900836957,-1.704668055,-0.822675664,-5.861474248,-3.785834969,-1.567691776,-5.87932132,-3.601316073,-3.279820898,-4.947902455,-4.795582651,-3.294098556,-5.250509478,-5.561519498,-4.668025661,-3.713281663,-3.186669096,-3.325132631,-5.84699829,-1.444794854,-1.325269046,-1.178303364,-2.951484346,-3.567555361,-5.55767742,-1.522528768,-2.576447954,-6.538572336,-0.905317523,-3.899312603,-5.490651749,-0.814495756,-1.933160153,-6.175384417,0.868383998,-3.234112563,-5.386841279,1.377917908,0.233771858,2.528830974,-11.64429744,-6.076159654,-3.274243688,-5.708856994,-6.181159928,-3.288521346,-4.6469562,-6.126726358,-3.271864078,-4.113725345,-7.206375073,-4.396229624,-2.154017671,-5.447645263,-5.095537402,-0.09337489,-7.509279548,-2.948138019,0.022333628,-6.214375313,-3.711496956,0.592051831,-5.923468036,-3.715661273,0.954049945,-6.212293154,-3.485434042,1.084928474,-6.991218703,-4.608609783,0.848256467,-7.348556748,-4.931245187,2.062749727,-6.78756378,-5.49590672,2.136616776,-6.068227622,-5.812692251,2.141574296,-7.7570564,-4.559926936,2.45171675,-8.05381355,-3.944500398,2.423359735,-3.398900529,5.490651749,0.327320261,-7.207862329,3.139994045,-0.628093002,-7.56163096,2.505034878,-0.781974424,-7.939393987,2.154934813,-2.968339914,-8.143148061,1.388898815,-3.030209764,-7.533075644,-0.2224935,-4.396502288,-7.713331073,-0.31658723,-5.131999961,-6.308369893,-1.786789374,-2.914996998,-8.238431596,-0.232309389,-0.886082345,-3.945318389,0.739067088,-2.990153002,-8.060754078,-0.795880268,-1.055133778,-8.452695612,1.250881457,-0.102298426,-7.803359637,-1.151235305,-0.374962028,-8.241207807,0.484448859,1.30910753,-7.446517344,-0.936475536,2.037664676,2.919945694,4.245092388,2.605892153,-0.02210609,1.671223137,2.082929015,2.82898581,-2.135707368,-0.041299137,-3.546741114,5.118087078,0.569595515,-1.890964816,0.233567776,-0.029397085,-3.806544513,-1.671103958,1.512676887,-4.849667609,-2.570186408,1.3330001,-6.664956377,-4.352668094,1.65015685,-5.951362019,-5.46993923,2.44040121,-5.559922978,-6.052791689,2.318186047,-4.455898038,-5.568228212,2.275512111,-2.071304126,-4.033120431,1.942357146,1.406306056,-5.017477877,-0.121293025,-7.649143483,-3.562893706,2.486889859,-7.995674828,-2.843710933,2.419480278,-7.493956151,-1.534691548,2.790905611,-5.691208421,-0.060622377,2.535752366,-6.380510435,3.713045288,0.676822697
Hosm035k,6.755064132,8.447601796,-1.332213071,3.903808424,-1.547463702,-0.342829092,1.344744619,-5.185262641,-1.599001215,0.717047887,-5.304884177,-1.974217667,0.398770896,-5.068950407,-4.098886912,-0.138114694,-5.249502034,-3.954250947,-1.959982802,-4.124144674,-5.43711026,-2.069871096,-4.416239245,-6.241173324,-3.56888759,-3.40281416,-4.210235193,-2.173043454,-5.779963685,-2.197887553,-0.263868172,-0.834795774,-2.759495576,-2.642575015,-5.343038483,-2.222317988,0.511189833,-5.462660018,-2.779935383,-3.142571621,-5.158106898,-1.719888072,-1.153875757,-5.981247115,0.213133652,-2.758303254,-5.329411945,0.652784161,1.222105779,3.146391918,-11.15918549,-4.474371029,-2.817359696,-6.759955086,-4.702615538,-3.024483071,-5.926594965,-4.653365337,-2.922478702,-5.05877917,-5.517287835,-3.870204408,-3.524917673,-4.628740236,-4.598056193,-1.73312528,-6.441361765,-3.133884703,-1.833377666,-5.263444902,-3.546184805,-0.966535195,-4.574331417,-3.448949724,-0.231383479,-5.150149973,-2.942821176,-0.208802359,-5.88452303,-4.269948628,-0.951059341,-6.853856531,-5.348391765,0.661738743,-6.144984567,-5.842743091,0.626407077,-5.561282086,-6.108071249,0.837813079,-7.350251838,-4.660154272,0.707484978,-7.693640591,-4.008611099,0.884921967,-3.236886729,5.429129002,-0.399768554,-7.270731257,2.745187711,-1.795126027,-7.484959898,2.289282689,-2.020839893,-7.056891945,1.961077792,-4.23271898,-7.125316631,1.346326271,-4.161374322,-6.443113748,0.068741017,-5.459594047,-6.48555068,0.105630001,-6.172067311,-5.238917134,-1.917813534,-4.19680332,-7.849859114,-0.489557705,-2.336488909,-2.711973025,1.497386176,-2.823442972,-6.896390796,-1.407207695,-2.549452229,-8.164145476,1.224855419,-2.081283322,-7.008712401,-1.5723808,-1.752007768,-8.028853422,0.400255216,0.090300146,-7.14419912,-1.349002912,0.753425876,2.478633165,4.438175635,2.687884324,0.130451071,1.927421703,1.755988275,3.505030519,-2.153763071,0.210030762,-4.093566528,5.064895442,0.009399978,-1.385772859,0.237860367,-0.456197176,-3.299462905,-1.711383069,0.793877617,-3.91145223,-2.305803698,0.566911978,-5.941896204,-4.365590864,0.307589833,-5.381813283,-5.597034422,1.152274833,-4.804940617,-6.203421682,1.086027668,-3.535605161,-5.709447033,1.379215088,-1.470293991,-3.941105328,1.694603642,2.211372375,-4.41699289,-0.127730805,-7.186241953,-3.840610682,1.182516014,-7.778115198,-3.327208581,1.187122855,-7.394467715,-2.072127554,1.472972871,-5.554984776,0.035609661,1.416504595,-6.409783821,3.577953715,-0.3947229
Hosm042k,7.436816526,8.754969972,-2.121502681,3.87220519,-2.322499795,-0.565174942,0.162157957,-6.235666361,-2.155049076,-0.396778173,-6.416182788,-2.416465499,-1.005522519,-6.08082111,-4.718893709,-1.558731216,-6.187494556,-4.297722806,-3.593401916,-5.027382474,-5.99907734,-3.634618981,-5.207285247,-6.717256572,-5.162514105,-3.821450926,-4.263051379,-3.606595468,-6.157630082,-2.158730998,-1.21866486,-1.590615633,-3.104166604,-3.9555598,-5.847325925,-2.269495468,-1.393351578,-6.859956597,-2.1419578,-3.904831105,-5.784119606,-1.536895376,-2.021426011,-6.630245609,-0.327588733,-3.513831503,-5.71948143,1.031244831,0.308514334,2.540704779,-12.40071142,-6.104472341,-3.170569035,-7.15387109,-6.324467147,-3.328482554,-6.126921834,-6.417640215,-3.370313273,-5.136075863,-7.378928539,-4.289566327,-3.250216155,-5.806441255,-4.978290188,-1.282842797,-7.804701843,-2.788876512,-1.399027873,-6.435845271,-3.547045502,-0.80347708,-6.14118928,-3.586319331,0.245154603,-6.199077267,-3.249525795,0.183789245,-7.512091364,-4.598540901,-0.464024378,-8.299818002,-5.416336564,1.389311692,-7.504727521,-6.01904665,1.417028378,-6.817742345,-6.2723833,1.439222182,-8.811605083,-4.536664166,1.271592481,-9.027508865,-3.713754723,1.454256695,-3.552287127,6.259343162,-0.201482923,-8.069595636,3.292021305,-1.916440112,-8.328455169,2.867884409,-2.178470188,-8.190280839,2.32122135,-4.392020905,-8.470822798,1.694681051,-4.272460734,-7.630731055,-0.052186123,-5.888517421,-7.748961644,-0.132063363,-6.59401448,-6.62536195,-2.053208152,-4.116592726,-8.666271461,-0.199769807,-2.061364631,-3.902478766,1.353489664,-2.994322614,-8.312295625,-0.94627938,-2.199436685,-8.954381814,1.962438561,-1.748503584,-8.20326984,-1.083737781,-1.445256442,-8.934438073,0.918716107,-0.217949294,-7.925182495,-0.644770924,1.055279596,2.773684495,4.519922776,2.508564775,-0.117307071,1.758025646,1.765082764,3.134203515,-2.665007163,0.126882255,-3.879021245,5.654632464,0.394758599,-2.072578638,0.155619611,-0.384964207,-3.97627562,-1.586701546,0.988474179,-5.051127288,-2.409077417,0.686268367,-7.278568156,-4.316690224,0.878007955,-6.639326966,-5.755974794,1.892542703,-6.022324992,-6.399691462,1.842342568,-4.56304186,-6.094693158,2.358827985,-2.258009407,-4.08477264,2.475419096,1.157305435,-5.763978167,-1.008625704,-8.392773734,-3.64559796,1.901456328,-9.103126429,-2.947449504,1.786450489,-8.510151958,-1.562385932,2.263322011,-6.408756864,0.419407457,2.524452164,-7.570760941,4.179624664,-0.722432333
Hosm044k,7.358728172,8.753302947,-1.792227255,3.610220381,-2.05685763,-0.414179689,0.483408711,-5.434941398,-1.691893925,0.0925085,-5.525134139,-1.855118409,-0.352312345,-5.292583127,-4.056893833,-0.85963432,-5.472091057,-3.766424457,-2.712144452,-4.617453902,-5.130528712,-2.713704543,-4.611116034,-5.968394892,-4.325375682,-3.540016302,-4.207930108,-2.685037877,-5.459805343,-1.960912055,-0.337101461,-1.252630904,-3.127957361,-3.242672776,-5.043358647,-2.058515226,-0.954702344,-5.889317798,-1.781696643,-3.495114943,-5.261283809,-1.327417749,-1.684337236,-5.821063832,0.523239776,-3.581309951,-5.209313289,1.061081024,1.6346581,3.333840573,-11.51422461,-5.074804224,-2.901939229,-6.165843864,-5.303162492,-2.962100225,-5.214091067,-5.297702175,-2.972728342,-4.617258891,-6.404879002,-3.886356425,-3.331939213,-5.217357507,-4.748696527,-0.886594637,-6.99381322,-2.643646723,-1.148299842,-5.66490851,-3.296544656,-0.33812527,-5.221257733,-3.077351921,0.227505093,-5.527328016,-3.004710201,0.109328227,-6.765844975,-4.283984527,-0.394288533,-7.484266716,-5.044333704,1.153906418,-6.857695311,-5.55321577,1.197783967,-6.05629625,-5.754369957,1.32727149,-7.963702071,-4.285739629,1.128359933,-8.146622699,-3.539723785,1.215627504,-3.181439219,5.620835949,0.165393984,-7.117255392,2.953080951,-1.52691434,-7.333717969,2.57768414,-1.771556053,-7.080788273,2.211452862,-3.97801175,-7.262636339,1.672831568,-3.7206943,-6.60018285,0.104842966,-5.118925538,-6.63977015,0.162176298,-5.841930045,-5.521770193,-1.929027703,-3.8790435,-7.600785985,0.221264731,-1.939558315,-3.147019719,1.494786223,-2.888190931,-7.091026368,-0.778070831,-2.066900713,-7.810423165,1.294509587,-1.435844048,-7.462522952,-0.95445858,-1.343018655,-7.826901623,0.925060622,0.483457464,-7.380325676,-1.132406419,1.066541342,2.45328807,3.745596466,2.450217422,-0.049415955,1.727066169,1.575307279,3.178644706,-2.560904585,0.116504176,-3.691157201,5.226557946,0.334824986,-2.073903863,-0.12389141,-0.342044111,-3.632289033,-1.356055455,1.289870072,-4.379891392,-2.019756627,0.920847275,-6.569557783,-4.027641256,0.804165853,-5.968554314,-5.058631447,1.4776458,-5.335960083,-5.646397644,1.407618791,-4.240293994,-5.259899521,1.728364457,-2.083563651,-3.391204814,1.931213585,1.385019806,-5.098779892,-0.487771008,-7.669764613,-3.453816711,1.373579661,-8.107573728,-2.688963358,1.424371532,-7.652891648,-1.512405789,1.790750141,-5.548766294,0.389951784,1.902424355,-6.599533754,3.879101906,-0.226166136
Hosm068k,8.204554551,8.534786236,-2.818858271,5.77163986,-2.036616216,-1.107973834,1.853245077,-5.711504762,-1.2266077,1.303029387,-5.954806458,-1.401183571,0.616793834,-6.119155271,-3.596114636,-0.044180888,-6.390990458,-3.038126383,-2.376052252,-6.099928403,-4.321110737,-2.371143265,-6.111689519,-5.030254899,-3.771227427,-4.402645952,-2.787972558,-2.521890091,-6.047974951,-1.056634006,0.085089118,-1.263041592,-2.67250908,-2.316019425,-6.199335401,-1.047736466,0.167928283,-6.678473042,-0.790423701,-2.554514404,-6.234516479,-0.087006691,-0.245960731,-6.13674581,1.449813229,-1.771224076,-5.733492935,2.729729466,-0.186132445,1.091533839,-12.62486775,-5.501134191,-4.235126752,-5.896282122,-5.684709872,-4.369203475,-4.567889633,-5.464009972,-4.230320035,-3.684476412,-6.172540511,-4.957566088,-1.577088958,-4.308045671,-5.491827568,0.58818364,-6.239936819,-3.452654588,0.510151192,-4.690128537,-3.999495349,0.919847113,-3.488244748,-3.389246832,1.737704895,-4.082641325,-2.997857344,1.627048134,-5.701789057,-4.914612447,1.341099608,-6.089189993,-5.428522083,3.213367012,-5.373193702,-6.246379866,3.286490472,-4.546949733,-6.385058764,3.371886402,-6.783811733,-4.665379058,3.374340896,-7.049715227,-3.84312364,3.348773252,-2.806100017,6.377593012,-0.638142816,-6.468307012,2.853042211,-0.652972049,-6.754869161,2.438641844,-0.755038082,-7.253540481,1.764269677,-3.008570187,-7.419423353,1.189815861,-2.616567075,-7.21242771,-1.140521444,-4.074536382,-7.293426005,-1.12906714,-4.664228514,-5.498781968,-2.558605227,-2.692554112,-7.520773492,-0.718757596,-0.598564104,-2.092046868,1.04898928,-2.51051249,-7.098702832,-1.280836672,-0.754219918,-7.208950511,1.637147353,-0.908853026,-7.126111346,-1.629170248,0.322996041,-7.027829324,0.482819381,1.921587388,-6.462375318,-1.169770829,2.849181497,4.80328837,5.30881008,1.60724446,1.978648641,2.602426123,1.211887283,4.888341284,-1.67898962,-0.690285928,-2.351806967,5.505703231,-0.234111172,-0.261244895,0.420499119,-0.022862316,-2.024538573,-1.377541682,2.062913765,-3.267638733,-2.506497756,2.102328128,-5.155409844,-4.38478276,2.617546214,-4.282915132,-5.762883658,3.547026397,-3.77259775,-6.387951078,3.358834938,-2.34097007,-5.852926864,3.493855311,-0.039465152,-3.872275561,2.843598035,3.254428749,-4.662836202,-0.304883237,-6.539010137,-3.698717078,3.637624932,-7.114361786,-2.943933547,3.393107444,-6.582201762,-1.642502547,3.645908133,-4.431863326,0.5824025,3.065971694,-5.376530075,4.171537363,0.312009983
Hosm073k,8.479339271,8.179207005,-0.969495573,5.835093225,-2.192867003,0.654375335,1.786004471,-5.467950061,-0.359139637,1.28421812,-5.587257297,-0.856451967,0.551174576,-5.611814703,-2.825916169,-0.075983796,-5.653671659,-2.654412017,-1.853959885,-4.882549221,-3.73394366,-1.930415938,-4.850038,-4.340322688,-3.136214406,-3.82628249,-2.558568537,-2.347991265,-5.447966099,-0.755537929,0.225962934,-1.188498919,-1.52864882,-2.779088079,-5.061708921,-0.926147277,-0.192706042,-6.087850576,-0.564546929,-2.765069479,-5.283322113,0.086373468,-0.371965165,-6.162517021,1.694933281,-2.001702012,-5.305791642,2.468143595,1.863554175,2.292190277,-10.28818611,-3.976435618,-3.129031116,-5.207487451,-4.238513847,-3.338614162,-4.099123226,-4.270229687,-3.346070864,-3.244088032,-5.090466936,-4.030695555,-1.642587231,-4.189001344,-4.731029031,0.44479229,-5.502971706,-3.08160649,0.371219495,-4.490649806,-3.554063146,0.762348384,-3.598032833,-3.218213276,1.19980825,-3.976435618,-2.655679657,1.187678681,-5.289908866,-4.334233048,1.081793509,-5.773202596,-4.712138719,2.806379609,-5.176566992,-5.2201887,2.859173061,-4.597429782,-5.474213691,2.933839507,-6.182227571,-3.994605116,2.953624623,-6.364966488,-3.351240844,3.002441168,-1.992952815,6.300316879,0.624051413,-5.682031983,3.021455758,-0.342138356,-5.945005016,2.470057481,-0.739133184,-5.966778587,1.735721442,-2.783462678,-5.975030671,1.126061465,-2.638007272,-5.687599654,-0.135016022,-3.634620386,-5.652205174,0.004175753,-4.199738995,-4.601207845,-2.034884337,-2.377917497,-6.208176895,-0.83057721,-0.691112022,-1.646067025,0.835349499,-1.416500018,-5.69336617,-1.635602787,-0.859931761,-6.586679102,0.967780532,-0.441759898,-5.964193597,-1.586189706,0.168894306,-6.708571328,0.853245585,1.751703641,-5.935361015,-0.843303315,2.670071092,4.026099641,4.114028676,2.842799635,1.479636911,1.820338012,2.02145243,4.767659137,-2.40171591,1.208994311,-2.332838749,5.479312584,1.156516625,-0.350766118,0.275384187,0.469267195,-1.950484708,-1.29690724,2.176662992,-3.137791747,-2.290516794,1.993572119,-4.643696134,-3.701179209,2.398424621,-4.393144575,-5.033114954,3.163972428,-3.754056573,-5.610663289,2.981587456,-2.491406815,-5.421104074,3.120067266,-0.290155218,-3.595291054,2.696738645,2.622551915,-5.241715305,0.831703053,-5.872574687,-3.334226538,3.131985462,-6.395062732,-2.514251964,2.859600778,-6.020893665,-1.408978989,3.160546123,-3.87633963,0.655279754,2.582770209,-5.401233156,3.639744433,0.870119754
Hosm082k,8.449734265,7.131416399,-1.419916314,5.294137171,-2.532039057,0.055211249,1.535677117,-5.376308085,-0.867560068,0.733907407,-5.577067398,-1.08713752,0.133969547,-5.492044513,-3.02716086,-0.65736731,-5.511837684,-2.677709,-2.414181932,-4.369001399,-4.024912221,-2.313071,-4.32307734,-4.900979453,-3.588121773,-3.022773211,-2.408014848,-2.723169918,-4.591406447,-0.44478572,0.227670227,-1.086747507,-2.146218463,-2.694113932,-4.643180704,-0.432207793,-0.65736731,-6.021487481,0.01162727,-2.479119136,-4.701000166,0.549845536,-0.163708056,-5.524220605,1.543209248,-2.075650443,-4.538852163,2.877152019,1.442366451,1.644905199,-10.23177787,-4.21623809,-2.488455078,-5.414821892,-4.686009033,-2.689506901,-4.227621601,-4.712724939,-2.662400981,-3.177120949,-6.068118438,-3.614813304,-0.907828935,-4.131312707,-3.850088788,1.260937168,-5.652266825,-2.020926711,1.324996842,-4.656660537,-2.851654904,1.496797673,-3.907055097,-2.66737365,2.135444347,-4.450831051,-2.396411954,2.185073531,-5.475980842,-3.394748335,2.171228062,-5.465742995,-3.381390382,3.989177259,-4.980859039,-4.063913545,3.923362525,-4.366490689,-4.458996953,3.836194567,-5.908408018,-2.886268578,4.086095548,-6.159674045,-2.252692076,3.999415106,-1.84573764,6.68592378,0.320615256,-5.712036354,3.720068126,-0.373218291,-6.166011761,3.056363101,-0.627799431,-6.257274858,2.293594714,-2.890461221,-6.395924563,1.769514428,-2.366868451,-5.910943104,0.444541962,-3.805627279,-5.831965424,0.513671808,-4.524714184,-4.742073435,-1.611510316,-2.371646113,-6.090934213,-0.001535677,-0.21672548,-1.799131058,1.547206884,-1.805541901,-5.932783845,-0.230960963,-0.226378308,-6.755419264,2.269218887,-0.139990376,-6.00688636,-0.079245814,0.794968854,-6.23640915,2.162842777,1.860192506,-5.661042123,0.278103813,3.282570778,4.610316141,4.473072433,2.817012466,1.888703546,2.393082801,2.047525711,4.565886126,-2.501416095,0.693159029,-1.992244552,5.925381102,1.01370339,-0.052481477,0.866929797,0.288620403,-1.900296104,-0.518159398,2.548802021,-2.855239125,-1.218203028,2.252409414,-4.812651596,-2.750785488,3.042373619,-4.241269919,-3.964900495,3.899210565,-3.744013086,-4.709093819,3.733077797,-2.367369716,-4.519100333,3.776856783,-0.022066028,-3.038730993,3.265311327,2.19845079,-5.20592739,0.570690622,-5.769957024,-2.14408392,4.165074008,-6.185944069,-1.517975587,3.862254471,-5.726870605,-0.201755973,3.977896808,-3.616791256,1.643805557,3.601198429,-5.135321636,4.541960179,0.8885373
Hosm084k,8.400656502,7.942292064,-2.942517573,6.109991418,-2.004382258,0.459974323,1.846311677,-5.228780629,-0.284496861,1.258502425,-5.269228989,-0.631326455,0.530834416,-5.310281056,-3.115882062,-0.2443252,-5.296093944,-2.68755204,-1.92705747,-4.190907909,-4.27288627,-1.992459048,-4.255403925,-5.313878143,-3.127126102,-2.940228518,-2.984072729,-2.175583464,-4.434403011,-0.57457801,0.428003013,-0.633464583,-2.381372041,-2.321378672,-4.288104714,-0.627201125,0.105221076,-5.484450487,-0.780844522,-2.575338027,-4.307825805,0.096140318,-0.090581184,-5.489380759,1.870937886,-1.412497985,-4.02076319,3.084992394,2.824518035,2.648084704,-10.92493099,-3.778827664,-2.2175914,-6.14457879,-4.290469233,-2.473864964,-4.753336318,-4.289865526,-2.517331859,-3.823225273,-6.042426557,-3.872351919,-1.760862001,-4.100704041,-3.65491683,1.015284022,-5.546984456,-2.0695826,1.055229293,-4.93271272,-2.840214414,1.371672308,-4.186832887,-2.716353889,2.060300607,-4.549761331,-2.410073272,1.938452437,-5.746610193,-3.628051874,1.913599838,-5.671448688,-3.524616764,4.017618884,-4.96994131,-4.275628105,4.056356741,-4.317736659,-4.536932561,4.085938377,-6.211967569,-2.927148203,3.975761874,-6.454959582,-2.039900345,4.139869524,-1.96569471,7.182728209,0.294860495,-5.974509535,3.895242471,-0.824713888,-6.210458302,3.383299049,-1.03007484,-6.152804296,2.615685769,-3.218612847,-6.36772394,1.969719422,-2.976325158,-5.703747006,0.5623781,-4.398457298,-5.675775254,0.598499894,-5.377669835,-4.581355324,-1.452292329,-2.927827373,-6.086799012,0.175905088,-0.791409392,-1.738902164,1.930478476,-2.559163713,-5.846926151,-0.128161937,-0.807910713,-6.678230505,2.348243627,-0.890920407,-5.892304783,-0.385240444,-0.013030007,-6.754901277,2.036630267,1.612048259,-5.642068288,0.436706454,3.270833491,3.97397953,4.635899334,3.715448806,1.585857442,2.438977248,2.735991064,5.210632899,-1.888747339,0.791142604,-2.234085677,6.6245341,0.577181717,0.021374177,1.283585037,0.061432056,-1.929921657,-0.362477113,2.454927787,-2.708790347,-0.983153786,2.373858608,-4.681329282,-2.688260792,3.087539534,-4.186190644,-3.934511792,4.153130951,-3.356213841,-4.649728246,4.087675041,-2.080830464,-4.130298557,4.183851481,0.212450866,-2.556015282,3.192555752,2.961465819,-4.51994103,0.616495893,-5.894784006,-2.091416262,4.207365863,-6.428987409,-1.294602989,3.972655702,-5.907482678,0.228075463,3.956832243,-3.703682057,1.9942916,3.31110094,-5.129587063,4.916311111,0.197469729
Hssf008k,4.480592478,4.336796071,-1.91334364,4.079675348,-0.517328487,0.45700669,1.212410842,-3.127970181,0.739022913,0.100976147,-3.279036074,0.516656308,-0.129357017,-3.033068536,-2.720057416,-0.710218819,-3.261509642,-2.318941123,-1.368754581,-2.633147226,-2.644175933,-1.229140618,-2.60297388,-3.179827507,-2.237707107,-1.742884152,-1.482153582,-1.094406173,-3.338984437,-0.309475958,0.587832542,0.275642974,-0.703820676,-1.447225196,-3.133745937,-0.341242616,-0.980783111,-3.297359162,-0.08442064,-2.493334099,-2.664615138,-0.045683242,-0.136626503,-3.097796835,1.572325083,-1.292474769,-2.661528096,1.688338112,2.254536465,2.469036091,-4.332489149,-2.33499872,-0.780224965,-3.024778334,-3.161529315,-1.25662525,-2.020693035,-3.258024272,-1.350033165,-1.694064077,-4.130362586,-1.969632365,-0.317940428,-3.889573312,-2.807913635,0.373855721,-4.732833682,-1.496119958,0.244897032,-4.380412986,-2.219583183,1.230260915,-4.065136377,-2.07847549,1.519646205,-4.191406352,-1.923326735,1.507298037,-4.899036039,-2.607654234,1.152586956,-5.229150367,-2.874733157,1.729664642,-4.813196356,-3.288197618,1.779256477,-3.943447173,-3.487959108,1.603295085,-5.574301576,-2.289091419,1.717017728,-5.500710479,-1.330415511,1.567644729,-0.237702232,5.261514516,0.493652866,-3.568520946,3.350934277,0.698692203,-4.122495608,2.265092157,0.353839739,-3.89544865,2.255532285,-2.573871041,-4.290490441,1.778534508,-2.106233972,-4.002698463,0.916652304,-2.583430913,-3.754938449,1.043221025,-3.149753743,-3.212216552,-0.29137693,-1.470900817,-4.39604736,1.062042023,-0.296729462,-0.281319148,1.892854643,-0.627042954,-4.363284883,0.85072902,-0.285476697,-4.396844016,2.048800054,-0.39073487,-4.164021302,-0.179148017,0.040156441,-4.023013191,2.046410086,1.490966589,-3.819666748,0.989446745,1.634762996,3.916566706,3.957177042,-0.17589288,2.62430066,2.96827979,0.777800691,3.628253814,-0.178357117,1.43527685,-0.095757301,4.869852737,1.412706092,-0.741952874,0.481015363,0.564768126,-0.954754518,0.251947119,1.267933084,-2.563714076,-0.885393693,1.230170096,-4.115512918,-2.006074497,1.478803544,-3.671814466,-3.137660704,1.906666766,-2.966624836,-3.335248121,1.993373311,-2.001993627,-2.816945025,2.198363852,-0.174206858,-1.388251541,2.165166599,2.437981843,-2.452021909,1.19383611,-5.115689325,-1.2609014,1.936238039,-5.034704962,-0.520788752,1.970218006,-4.289068908,0.214659486,2.182675804,-2.267172425,1.530136771,2.216419861,-2.662007982,4.292566726,1.127680801
