cat,PhyloSpp,Fam,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195
Pbbf001k,Piliocolobus_badius,Cercopethicidae,3.246738611,3.777882006,-0.37061807,2.747745385,-0.240586406,0.572809024,0.657107107,-2.834413935,0.007344834,0.050877165,-3.020482878,-0.179816387,0.47948364,-2.177394575,-2.020179629,-0.026384529,-2.440801262,-1.660861461,-0.943913773,-1.542682764,-2.665806563,-0.766906773,-1.469394532,-3.088409491,-1.737030596,-1.010828216,-2.033701095,-1.156273711,-2.555139905,-0.704871784,0.07971608,0.300044334,-0.433310791,-1.384436026,-2.27959925,-0.699580119,-0.442443468,-2.778526056,-0.580700613,-1.783591393,-2.000844224,-0.451583367,-0.470610941,-2.734316201,0.398963932,-1.452062683,-2.263116699,0.722841315,1.08032891,1.817860818,-3.42885788,-1.826671388,-0.479747528,-3.001512333,-2.349414869,-0.814301181,-2.635555325,-2.499941386,-1.00902736,-2.297299184,-2.904706146,-1.327936042,-1.446296112,-2.747796665,-1.73984572,-0.89068946,-3.252494743,-1.246780461,-0.759113119,-3.452346832,-1.969998918,0.177483229,-3.066357774,-1.848875,0.411605094,-3.275885398,-1.541907053,0.455381031,-3.696192405,-2.039545325,-0.102751831,-4.041528131,-2.47239672,0.290725216,-3.634457065,-2.701465095,0.340890386,-3.058939221,-2.721278996,0.347128868,-4.279883437,-1.977616106,0.281874087,-4.159363866,-1.510103603,0.458954523,-0.455454206,3.906444841,0.821887603,-3.714905818,2.117335961,0.29372983,-3.845301399,1.645223142,-0.109157503,-3.028468247,2.082387744,-1.756793235,-3.491219062,1.524725398,-1.494894163,-2.889680747,0.75236857,-2.365010655,-2.742837031,0.960431524,-2.868435376,-2.387839018,-0.292025032,-2.149809379,-3.683605281,0.472685799,-0.565761249,-0.63312892,1.214378781,-0.30855883,-3.487910725,0.182870465,-0.619745309,-3.831889788,1.395942912,-0.450097278,-3.301223582,-0.24938477,-0.286053249,-3.664892383,1.00421577,0.517204413,-3.412244921,0.158942363,0.731768809,2.389191903,2.957634813,1.112855458,1.159725293,1.982494473,1.501893663,2.510233979,-0.621459697,1.322603013,-1.000010297,3.652602156,1.382376367,-0.477009771,0.509539454,0.260142624,-1.394861858,-0.196238456,0.844305904,-1.815680896,-0.728641389,0.858649049,-3.243701676,-1.833741295,0.619310886,-2.988229467,-2.479744405,0.795644682,-2.539755112,-2.71302199,0.653430774,-1.74499019,-2.362007623,1.150971215,-0.484998814,-0.896626672,1.401967461,1.731344728,-2.239737503,0.61290915,-3.780414972,-1.28726063,0.802681277,-4.105215368,-0.974223042,0.790491192,-3.550790155,-0.347545316,1.190067364,-1.833483937,0.643680708,1.525759156,-3.022900681,2.993322347,0.739110353
Pfof010k,Piliocolobus_foai,Cercopethicidae,3.036268326,4.307115362,-1.233898177,2.929638502,0.517038119,0.096533138,1.1116904,-2.829564628,0.421251633,0.424095449,-3.160392431,0.021009197,0.68591403,-2.62969203,-1.854726242,0.18136293,-2.874275145,-1.601775353,-0.778547702,-2.515007093,-2.637869015,-0.639151236,-2.28990277,-2.976521176,-1.651380918,-1.672246574,-2.048358157,-1.118679133,-2.839131758,-0.407289664,-0.00753918,0.172658705,-0.861374421,-1.325642365,-2.624657165,-0.503950247,-0.215803273,-3.163773455,-0.1807343,-1.593973017,-2.623540305,-0.167267337,-0.295626721,-2.869807843,0.669812876,-1.131233928,-2.752494015,0.917066014,1.111954308,1.757951477,-4.138856671,-1.879196797,-1.366467442,-2.937964651,-2.379780045,-1.802343701,-2.612575004,-2.460945307,-1.854443768,-2.406582392,-3.080837872,-2.410594327,-1.29139364,-2.77969483,-2.909793776,-0.511531252,-3.608923608,-2.097279366,-0.513438643,-3.48976747,-2.733663197,0.49976276,-3.043258206,-2.527453303,0.62908453,-3.313255185,-2.285699198,0.565585598,-3.785337984,-3.175477931,0.360711094,-4.052372717,-3.27660148,0.787125769,-3.552531357,-3.640309217,0.741498274,-2.957312739,-3.589861158,0.839630228,-4.263463873,-2.836309648,0.687345687,-4.346771515,-2.179930501,0.72415545,-0.747262854,4.122279672,-0.32410423,-3.778458412,1.915886687,-0.082906003,-4.159719636,1.098731589,-0.459838813,-3.579758371,1.361273116,-2.287952496,-3.767146128,0.770198262,-2.008149922,-3.174340461,0.118253674,-2.939721051,-3.064654321,0.108732813,-3.260708198,-2.398612671,-0.916455094,-2.084011098,-3.783115973,-0.236685157,-0.694929704,-0.905532687,0.991320558,-1.003755255,-3.547452521,-0.700142602,-0.776715481,-4.087313305,0.597315604,-0.56117154,-3.48196579,-0.891611751,-0.376809021,-3.798699919,0.581666908,0.346007297,-3.698784724,-0.284168266,0.678571068,2.07993725,3.459854764,0.189784887,0.975959631,2.406557884,0.579803515,2.711032519,0.056609762,1.232331738,-1.229756868,3.936142477,0.564136065,-0.563103032,0.450397143,-0.124996684,-1.460734786,-0.475462755,0.67634155,-1.971199822,-0.95260818,0.648081742,-3.135793237,-2.38653647,0.676065711,-2.870625083,-2.986579192,1.140421123,-2.467137228,-3.346426518,1.215314527,-1.483851243,-2.678229153,1.447357392,-0.309999624,-1.043770727,1.267568382,1.970178631,-2.245634838,1.008135897,-3.821931337,-2.072247842,0.971497612,-4.191740518,-1.597205036,0.922610819,-3.710625078,-0.660278607,1.16985862,-2.12696426,0.811178206,0.985303569,-3.456080962,2.974075085,0.236320978
Pfof024k,Piliocolobus_foai,Cercopethicidae,2.964959479,3.639275394,-1.564217355,2.924061737,0.03716884,0.2694904,1.00850687,-2.567819859,0.213568843,0.446995601,-2.966586057,-0.372540531,0.589291335,-2.600155752,-1.681161329,-0.087470888,-2.870708798,-1.660401637,-0.935165867,-2.261235646,-2.434421808,-0.774682118,-2.259137267,-2.88086907,-1.589162261,-1.524785426,-1.81760865,-1.125458599,-2.588777885,-0.47305022,0.250168065,0.092423131,-0.869191823,-1.484988372,-2.342942095,-0.566201045,-0.337485218,-2.964639244,-0.218182671,-1.525733831,-2.225794784,-0.244358127,-0.468410291,-2.539773601,0.757217619,-0.992310444,-2.3976399,0.982972168,1.11027534,1.216556079,-4.103917053,-1.690662683,-1.228023786,-2.981577068,-2.168455188,-1.629744412,-2.555353458,-2.314282955,-1.662298314,-2.087093211,-2.730170806,-2.014217424,-1.081689636,-2.68616739,-2.272076195,-0.22472909,-3.198493942,-1.641441146,-0.301275144,-3.109316148,-2.002712297,0.797966389,-2.895573345,-1.95458057,0.926396537,-3.070668036,-1.689163578,0.933802084,-3.750957996,-2.51982468,0.647377595,-3.889985837,-2.598981841,0.906547752,-3.524808502,-2.978315185,1.008254822,-2.898825495,-3.015961972,1.172195038,-4.15929701,-2.077417343,0.875170853,-4.264724782,-1.613743871,0.82435591,-0.697148966,3.742656306,-0.340029128,-3.422763719,1.952832202,-0.493784005,-3.677996973,1.387846877,-0.832242156,-3.261688614,1.276027664,-2.324393286,-3.413150622,0.609733489,-2.020823198,-2.911720349,-0.032534379,-2.677134402,-2.884424624,-0.086713189,-3.048667037,-1.976779828,-0.832938873,-1.776599188,-3.530220679,-0.210951999,-0.811085935,-0.521053508,0.906306596,-0.919216195,-3.285607137,-0.417492213,-0.716664376,-3.781895174,0.761884713,-0.729246958,-3.214210307,-0.382600903,-0.273374693,-3.595064919,0.593937122,0.161338642,-3.38850082,0.10426562,0.702757091,2.286439948,3.156493091,0.019537868,1.138517727,2.083233391,0.745107582,2.46930114,-0.02887792,1.174046426,-0.983994285,3.526574905,0.535076583,-0.421772208,0.226593095,-0.169761681,-1.185684027,-0.174256411,0.669764493,-1.782386949,-0.704444643,0.732699008,-2.951730758,-1.832346953,1.008506003,-2.654882923,-2.826736687,1.51808821,-2.365178081,-2.944076329,1.586961473,-1.367515106,-2.454125164,1.638949066,-0.173841584,-0.756768333,0.95115811,1.994956661,-1.946673253,0.894462845,-4.012310337,-1.359813786,1.262208195,-4.100766049,-1.027185503,1.214006134,-3.550804859,-0.035065147,1.182168856,-1.631807622,0.838482399,0.751311248,-2.892317687,2.980344897,0.006292051
Pfof008k,Piliocolobus_foai,Cercopethicidae,3.196197508,3.379015237,-0.848599023,3.287604515,0.000236885,-0.019703643,1.081170458,-2.823633003,-0.103545637,0.272578399,-3.003651615,-0.716988683,0.540538622,-2.454167347,-2.14330165,-0.031077038,-2.645837926,-1.885809618,-1.010058341,-1.849848491,-2.738631356,-0.977783032,-1.766768464,-3.209801233,-1.715374259,-1.258798359,-1.907876301,-1.41495767,-2.322078007,-0.759919745,0.317506527,0.205498885,-0.795394886,-1.269137804,-2.446634612,-0.701320364,-0.284618366,-2.988771353,-0.897027304,-1.701004202,-2.252110571,-0.432803082,-0.389844541,-2.871995219,0.136819284,-1.166805412,-2.658378344,0.633991785,1.044735851,1.722448054,-3.930624984,-1.878459478,-0.708955068,-3.121307714,-2.406132738,-1.141146129,-2.649528911,-2.52779839,-1.275800524,-2.336731021,-3.039704004,-1.833122008,-1.314360223,-2.904759769,-2.427396213,-0.487958693,-3.436539462,-1.763282282,-0.461673696,-3.327127343,-2.199462963,0.397038342,-3.048738403,-2.247170724,0.593586327,-3.304049799,-2.016590424,0.590802709,-3.818843981,-2.595464501,0.263420209,-3.992666949,-2.911452314,0.471342212,-3.604515821,-3.201932993,0.540116347,-3.000175166,-3.235730748,0.609127123,-4.336843665,-2.402791656,0.591080005,-4.214153807,-1.75924803,0.715422764,-0.059080141,3.927197139,0.234811274,-3.07248673,2.258588017,0.192487015,-3.628959877,1.625619954,-0.160687001,-3.05589991,1.940031597,-1.817710285,-3.307003161,1.293895112,-1.529920003,-3.053793263,0.610838994,-2.559717102,-2.855664004,0.65275007,-2.845949007,-2.158279375,-0.538919635,-1.885567287,-3.161930765,-0.288564239,-0.580991282,-0.362225643,1.14981704,-0.669769383,-3.239352149,-0.107823375,-0.626927897,-3.747147037,1.318270498,-0.155979584,-3.131681525,-0.426496316,-0.284410462,-3.484511012,0.748834677,0.314889183,-3.325271352,-0.006832382,0.81237191,2.749757676,3.01853819,0.494600714,1.556788633,1.920981176,0.940804924,3.000264602,-0.267525423,1.075489902,-0.316416781,3.625274424,1.175540832,-0.382964451,0.330018645,-0.05869976,-1.251920371,-0.464550702,0.576835525,-1.721278279,-0.858741942,0.55017878,-3.24348584,-2.115682765,0.565482402,-2.813406254,-2.935233273,0.941840287,-2.338540566,-3.214265393,0.913900309,-1.488964662,-2.69188661,1.101328377,-0.173194057,-1.254197236,1.039695005,2.10637527,-2.239008551,0.50303805,-3.787253372,-1.517743003,0.966582554,-4.034760944,-1.090827461,0.94502712,-3.48744638,-0.387128845,1.232209325,-1.740292644,0.662982951,1.207958309,-2.475244137,3.224027444,0.696503465
Pfom021k,Piliocolobus_foai,Cercopethicidae,3.005006084,3.631029216,-1.343544688,2.59195771,0.145728451,0.269446398,1.046037581,-2.414783743,0.10991058,0.366865882,-2.775074069,-0.035175919,0.669037641,-2.514719924,-1.768613544,0.117047301,-2.834445064,-1.464450042,-0.861289249,-2.277620276,-2.542454241,-0.641620187,-2.181536154,-2.797331476,-1.655856217,-1.563422745,-1.940940805,-1.089614427,-2.648478183,-0.379118297,0.057149603,0.171403167,-0.912887877,-1.280092756,-2.396637761,-0.407716273,-0.261277706,-2.836220834,-0.291324057,-1.668244415,-2.359356601,-0.245654413,-0.4918285,-2.497891634,0.624709739,-1.205199999,-2.319603307,1.010774499,1.341679003,1.45892866,-3.716179694,-1.815650796,-1.267175075,-3.004265552,-2.176528133,-1.556484414,-2.625891919,-2.38616745,-1.665240265,-2.291967213,-2.921234613,-1.979327559,-1.281064162,-2.723469294,-2.315150959,-0.345027533,-3.301170368,-1.658437741,-0.533215302,-3.080332987,-1.904825,0.576937967,-2.958036579,-1.902564077,0.829720319,-3.131455059,-1.68307767,0.766573803,-3.630992406,-2.351555152,0.614714122,-3.915412394,-2.563526569,0.937835803,-3.467068935,-2.874860281,0.982334957,-2.898712477,-2.886596689,1.247456075,-4.206505508,-2.120246633,0.904863634,-4.186943314,-1.406307457,0.961608401,-0.610516358,3.621478458,-0.391120817,-3.334441724,2.107574809,-0.677504368,-3.6408674,1.537426664,-0.776296312,-3.184464128,1.316398018,-2.548810688,-3.414518643,0.975123066,-2.198420019,-2.865402246,0.160162926,-2.939990419,-2.658894517,0.179981689,-3.29155666,-2.273458423,-0.876153307,-1.965272515,-3.500097019,-0.089175372,-0.825706966,-0.701838347,0.830476612,-1.001625022,-3.42979728,-0.24897689,-0.782365502,-3.738465965,0.942570805,-1.069712168,-3.346737431,-0.604808974,-0.634905755,-3.497960197,0.774010999,0.048380663,-3.261108948,0.249691163,0.620650968,2.093036997,3.057711269,0.253626414,0.953032891,2.001751485,0.517465172,2.264853825,-0.114131162,1.071298621,-0.975088054,3.57059437,0.260222242,-0.556126469,0.363986503,-0.295902235,-1.357194041,-0.222611845,0.520445579,-2.010912098,-0.816455002,0.577549314,-2.927687965,-1.598658162,0.736404949,-2.684457064,-2.505224998,1.356690718,-2.318876084,-2.858706251,1.589297072,-1.468021454,-2.231229461,1.532604025,-0.300767953,-0.707181464,0.735282669,1.894755988,-1.748102639,0.867981401,-3.834687063,-1.360446974,1.033986702,-4.158784968,-0.901692887,1.113627253,-3.428196474,-0.121687268,1.083307501,-1.775609508,0.84409542,0.436179825,-2.684143659,2.938636495,-0.085336499
Pfom018k,Piliocolobus_foai,Cercopethicidae,2.645611936,3.867410876,-1.398384673,2.623786532,-0.040278229,-0.318924133,0.886630021,-2.497100609,-0.362341097,0.143100745,-2.83323895,-0.614653376,0.311358179,-2.356970287,-2.009957428,-0.212511721,-2.567054144,-1.766446184,-1.035455694,-1.891074146,-2.711506422,-1.035878704,-1.88496259,-3.048718987,-1.89394687,-1.39393742,-1.790845913,-1.275125131,-2.642323371,-0.442927294,-0.114858646,0.272524575,-0.969886408,-1.481478244,-2.464259952,-0.479719401,-0.265126227,-2.913408608,-0.723771782,-1.810934951,-2.364011177,-0.274953275,-0.329498664,-2.577241947,0.392395431,-0.927266902,-2.302323446,0.852200565,0.320063225,1.510215896,-4.303833848,-2.18342998,-1.247408674,-2.903518293,-2.51788736,-1.480211023,-2.493936868,-2.56639839,-1.509462833,-2.165456791,-3.042520427,-2.031058257,-1.030299929,-2.654138785,-2.367776233,-0.256936467,-3.321512493,-1.694648416,-0.21260097,-3.183480005,-2.291997927,0.792984736,-2.652674192,-2.092573258,0.862435172,-2.986362128,-1.862006566,0.882414584,-3.441291777,-2.522075746,0.726294802,-3.655495947,-2.762312685,1.078974537,-3.083696363,-3.096797213,1.03562769,-2.467978795,-3.014712957,1.006157331,-3.977534116,-2.20988784,1.152139199,-3.84388077,-1.656762958,1.160087898,-0.818307615,3.571280361,-0.08401353,-3.3687377,1.764606122,-0.235609081,-3.663304218,1.161116145,-0.379529818,-3.38955254,1.415716268,-1.764244471,-3.61605143,0.907784665,-1.686648683,-3.195078898,0.263047532,-2.546798687,-3.016517814,0.375068404,-2.865073653,-2.341502856,-0.773221749,-1.999898267,-3.57047169,-0.142637726,-0.349226554,-0.78521964,0.904690366,-0.834526894,-3.446757841,-0.366396048,-0.419869517,-3.760772319,0.752533237,-0.615484108,-3.256639013,-0.665558336,-0.16984061,-3.435061482,0.559720942,0.43551005,-3.134591772,-0.039406018,0.89422631,1.89285321,3.061763241,0.125814942,0.78730109,1.859162915,0.629432461,2.46439177,-0.177997332,0.552386641,-1.18496456,3.447568503,0.530841168,-0.753370014,0.263951425,-0.336415634,-1.233012409,-0.292227101,0.602996822,-1.441946004,-0.505686437,0.774491703,-2.817064492,-1.935608679,0.979210094,-2.471647781,-2.634037697,1.230616841,-2.029865488,-2.898682678,1.251872425,-1.169985194,-2.3090135,1.359108229,-0.112155818,-0.801211186,0.665873792,1.680617577,-2.117930593,0.083504859,-3.68721318,-1.473788791,1.401902093,-3.659967865,-1.092469503,1.288649281,-3.255992863,-0.314424975,1.351578866,-1.71817827,0.735120386,0.707946966,-2.853680498,2.694588527,0.156785142
Pfof006k,Piliocolobus_foai,Cercopethicidae,2.955219341,4.553403056,-1.239592814,2.929238301,0.625695953,0.41915044,1.134646391,-2.686003323,0.257221853,0.425273251,-3.083765441,-0.092137376,0.80403014,-2.467561408,-1.834259353,0.092875738,-2.745751659,-1.613890264,-0.626915493,-2.142475722,-2.51757437,-0.542533391,-2.139737254,-2.976506256,-1.602279405,-1.501001998,-1.947948619,-1.31549399,-2.534456607,-0.552878494,0.017399846,0.290430011,-0.927648442,-1.204089975,-2.708258949,-0.559393302,0.161254646,-3.19166418,-0.805099301,-1.646697691,-2.631393602,-0.217522047,-0.307619576,-2.760758541,0.536082022,-1.294431326,-2.550242781,0.997745376,0.965347228,1.558352409,-3.94443558,-1.645694446,-1.186298835,-3.225143457,-2.081090341,-1.654677613,-2.847312064,-2.349183501,-1.820553368,-2.453615081,-2.977969601,-2.348743591,-1.507009719,-2.806137535,-2.745170821,-0.581506789,-3.591248151,-2.07338222,-0.714097844,-3.568912259,-2.685955234,0.51692977,-3.190422536,-2.520489318,0.676654159,-3.466487522,-2.281529123,0.600887869,-3.877064771,-2.982931255,0.314598666,-4.264510615,-3.401607842,0.879788969,-3.839043835,-3.587831049,0.959823652,-3.070174853,-3.551521307,0.943284626,-4.619909181,-2.899668354,0.865295266,-4.543806102,-2.123060402,0.718315348,-0.93647295,4.186390035,-0.256632049,-4.012929597,1.977768347,-0.591628182,-4.255655706,1.232904997,-0.831910723,-3.469479953,1.340574494,-2.589938592,-3.662100864,0.67030823,-2.138855739,-3.058881062,0.106161032,-2.93014896,-3.012785961,0.164385821,-3.253137533,-2.038886889,-0.756870218,-1.869817587,-3.420091135,-0.692543762,-0.904780795,-0.854443422,1.214022254,-1.11024126,-3.677576862,-0.426425026,-0.988428823,-4.172978827,0.804340108,-1.622359046,-3.558668664,-0.907739651,-0.52441426,-4.079023703,0.575818883,-0.038968161,-3.806073776,-0.260846947,0.632820507,1.911846279,3.687701478,0.436128916,0.853410607,2.422710092,0.731375267,2.473320007,0.278193892,1.104844415,-1.412381617,3.953405155,0.30624962,-0.787992735,0.467050374,-0.208277518,-1.662477158,-0.330964084,0.551348785,-2.154883138,-0.947401865,0.412324526,-3.344427621,-2.230039424,0.718761601,-2.958586524,-2.985794848,1.151087457,-2.440809704,-3.172923257,1.280132146,-1.722700493,-2.672495111,1.533752015,-0.528081465,-1.064371256,1.302358346,1.955357626,-2.241594892,0.836315002,-4.04591136,-1.965735711,0.961496462,-4.323074367,-1.467256645,0.962249466,-3.92085028,-0.567432447,1.163106908,-2.465386012,0.748335958,0.962280081,-3.73325977,2.894168798,-0.051541541
Pfom003k,Piliocolobus_foai,Cercopethicidae,4.322978745,4.529765967,-2.579971166,3.888771857,0.124800063,-0.079507856,1.717941237,-3.534072487,-0.219206481,0.372713627,-3.820281194,-0.520805022,0.549268275,-3.513434947,-2.432872957,-0.338494911,-3.166982589,-2.333286201,-1.225325503,-2.410000471,-2.846240926,-1.09512165,-2.343897503,-3.628310091,-1.942548353,-1.640727609,-2.255500705,-1.716705996,-2.78530538,-0.735391128,0.296562279,0.28398374,-1.147639472,-1.393821978,-2.933717165,-0.727337282,-0.281042286,-3.815697365,-0.696578223,-2.028234727,-2.732352379,-0.211481798,-0.611579648,-3.307252663,0.208574577,-1.618774601,-3.186949386,1.341107921,1.307746352,1.568384935,-4.7946822,-1.797670127,-0.691461898,-3.453258537,-2.655654816,-1.394514211,-2.97649674,-2.801212771,-1.533678246,-2.578492984,-3.596059668,-2.256385016,-1.252749554,-3.404500527,-2.926996124,-0.193327117,-4.223572072,-2.038656661,-0.229571169,-4.033184663,-2.66193948,0.921749158,-3.723635886,-2.631217991,1.219421502,-4.000150634,-2.32039859,1.153230934,-4.476724913,-3.111878091,0.589531789,-5.156193689,-3.699153121,1.201588188,-4.598315012,-4.02964773,1.122872186,-3.902516387,-4.191591889,1.243930575,-5.493331559,-3.041253393,1.104178871,-5.622608255,-2.266559694,1.228173106,-0.164007239,5.100248984,-0.236157675,-4.039842121,3.270414982,-0.565320698,-4.458220052,2.006115229,-0.911053334,-4.195829419,1.882889963,-2.53517379,-3.938892894,1.193516756,-2.273138818,-3.426655397,0.322900249,-2.934872296,-3.427640347,0.340483195,-3.642541087,-2.493770373,-0.61615821,-2.06055966,-3.680806236,-0.393064065,-0.828855932,-0.523983152,1.318495853,-1.263970966,-3.857573757,-0.246279249,-0.819931359,-4.595027824,1.554735468,-0.726994917,-3.864871875,-0.572071656,-0.316021705,-4.106089129,1.05663392,0.11490105,-4.063410818,0.090220992,1.121413666,3.032163526,3.657666091,0.027556783,2.037742426,2.64659999,0.610593555,3.527741776,-0.291759522,1.126904648,-0.612055405,4.727875011,0.97082386,-0.295009752,0.566371598,-0.21227128,-1.426505053,-0.247747578,1.053526654,-2.344924667,-1.053857582,1.184222204,-3.743740192,-2.334731226,1.240881213,-3.815998377,-3.741398165,1.761777004,-2.860895044,-3.873261897,1.82915625,-2.032543914,-3.314360018,2.064659059,-0.659383045,-1.534245253,2.066690596,2.639047225,-3.128261355,0.74801577,-5.014802495,-2.169401746,1.633487818,-5.183813254,-1.240697553,1.62814251,-4.458930766,-0.567396118,1.883609425,-2.617313734,0.527743259,1.8563722,-3.510341,4.239882519,0.205891404
Pfom004k,Piliocolobus_foai,Cercopethicidae,3.604261266,3.820983671,-2.467897596,3.492344405,-0.100158245,-0.051178383,1.590256143,-2.963697638,-0.069931138,0.351295823,-3.432023975,-0.097063534,0.538697708,-3.0253802,-2.211285246,-0.073504768,-2.914124023,-1.881741383,-1.148591197,-2.281862339,-2.607445531,-0.934022313,-2.216331624,-3.306881377,-1.90288053,-1.74504166,-2.052673237,-1.173033851,-2.875121163,-0.719561919,0.299595074,0.104640123,-0.985555624,-1.576989346,-2.53694435,-0.837284021,-0.07174735,-3.395532884,-0.657628939,-1.830058255,-2.532645867,-0.261635835,-0.54197288,-2.933419692,0.675284134,-1.164043663,-2.775533053,1.221438203,1.509631052,1.600702406,-4.405834547,-1.794439409,-0.949793328,-3.161107884,-2.60048366,-1.562346714,-2.570864832,-2.564633726,-1.558598329,-2.422950481,-3.401671556,-2.25425198,-0.888658607,-3.274196675,-2.787864209,0.029652671,-3.945666094,-1.956434757,-0.038945197,-3.648230833,-2.3093384,1.021650522,-3.243311,-2.189165309,1.256639908,-3.483651567,-1.934167418,1.171994449,-4.179423867,-2.835208332,0.881821104,-4.419454611,-2.993497725,1.346901964,-3.937729971,-3.399064726,1.265349182,-3.464542417,-3.580227897,1.341991332,-4.743999005,-2.524231926,1.347213065,-4.931799054,-1.880931714,1.195821847,-0.439564934,4.24554799,-0.392212818,-3.550492661,2.879295739,-0.457347408,-4.094270779,1.693759311,-0.419903917,-3.675253901,1.63560069,-2.585691343,-3.565778893,1.119598682,-2.06261116,-3.149614637,0.288053522,-2.909340681,-3.000868148,0.160339225,-3.505383921,-2.280308337,-0.674353302,-2.006165937,-3.829544424,0.139514306,-1.005014311,-0.514840254,1.150713574,-1.036869821,-3.484706137,-0.358761427,-0.992272857,-4.105519506,1.10770285,-0.829394494,-3.571375969,-0.598400763,-0.437604312,-3.798332056,0.839347162,0.429770367,-3.548143602,0.266234749,1.049104234,2.62025639,3.164522792,-0.038698606,1.595217639,2.208239712,0.569460857,3.124105331,-0.191260534,1.047238703,-0.66895622,4.045834741,0.63626751,-0.377049438,0.469629115,-0.197522612,-1.4356482,-0.30300692,0.945134397,-1.997845033,-0.784297375,0.983873624,-3.241875374,-1.977355199,1.190816261,-3.311412613,-3.161337108,1.640747997,-2.472840841,-3.456193394,1.690011875,-1.753037166,-2.715128124,1.963560176,-0.182367666,-0.947455328,1.386472029,2.269247508,-2.538456236,0.670232427,-4.570371634,-1.791311417,1.605253615,-4.745063043,-0.958030744,1.497893993,-3.924781099,-0.297777464,1.585490094,-1.813057018,0.878843985,1.299219812,-3.016476451,3.304305014,0.119190631
Poam010k,Pongo_abelii,Hominidae,7.820666117,6.532760891,-3.730374808,7.362362819,-0.471504879,-1.273198861,3.320753575,-4.379669898,0.603372582,2.361320171,-4.499682656,0.730666426,2.397831344,-4.069345538,-2.893150462,1.244087711,-3.681394205,-2.230056427,0.229923036,-2.489137567,-4.173326321,0.009192496,-2.50546182,-4.799339602,-0.987634866,-1.353157703,-1.896925877,-0.279045072,-3.20461166,-0.203049916,2.880251993,0.521087301,-1.81951874,0.351975644,-3.683857085,-0.433223906,1.134098279,-4.088593426,-0.533434289,-1.348206902,-3.509212045,0.881900488,2.279150744,-4.551134519,2.56862129,0.470275289,-3.820459565,3.404219492,2.285301569,1.823374869,-8.421130679,-1.09487639,-0.807585015,-4.956962481,-1.584778801,-1.234555313,-3.893091457,-1.628790352,-1.302711428,-2.693580262,-2.831689317,-2.168730788,0.220083971,-2.623466922,-3.254154828,1.472196476,-3.805849337,-1.734201285,1.283062799,-2.801305885,-2.203700157,2.671390048,-2.511424652,-2.063510783,2.761431206,-2.773920857,-1.941717575,2.853677095,-4.354491743,-3.268409286,2.616357484,-5.98375542,-4.655057019,4.18591382,-5.010479968,-5.762284112,4.059049379,-3.735978304,-5.644139677,3.937607382,-6.723061195,-3.329942451,4.035795592,-6.596489938,-2.232773453,3.928700872,1.066745307,7.283879241,-1.363126625,-3.577289879,4.255086221,0.373737146,-3.986650317,3.46467988,0.392499015,-3.39678272,3.129401494,-3.183843264,-3.338624075,2.014177921,-2.565919669,-2.304655275,0.59158597,-4.25040467,-2.344898248,0.620372669,-4.872604255,-1.378485659,-0.443907983,-2.111689836,-3.218531882,0.516542558,-0.367673662,1.109724792,2.427465518,-1.929458443,-3.51830322,1.185332384,-0.477509093,-3.814838478,2.493398255,-0.849400769,-3.823968418,-0.260939808,0.822578564,-4.165787052,3.28686721,2.073720234,-3.853469039,1.509089893,3.453572026,7.151707589,5.801333417,-1.137471463,4.576257666,3.570386322,0.572741112,7.085452933,-0.803776357,0.361115773,1.004382875,7.079676098,0.041679465,1.528994769,1.119355151,1.125308278,0.318750827,0.140444634,2.941933076,-0.805907798,-0.635554597,3.280852944,-3.836941331,-2.858909245,3.72992064,-3.547596018,-4.90133593,4.657282175,-1.913396842,-5.435294344,4.472948559,-0.655721927,-4.416999536,4.861483264,1.874547695,-1.80625016,3.67927325,4.721246827,-3.845390781,0.976781192,-5.816642597,-2.054498976,4.483029499,-5.861781118,-0.227718308,4.136544311,-4.585890125,0.787679794,4.732628286,-1.548154093,2.397182224,3.910383756,-2.700247372,4.954780939,1.082874179
