cat,genus,species,sex,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54
Haaf019k,Hyloba,agilis,f,0.746852241,-0.929696684,0.476763686,-1.065570605,0.112160068,-1.141267161,-0.242350111,-1.135197403,-0.577884185,-1.131444529,-0.892102107,-0.972237617,-1.154412224,-0.753749054,-1.216379217,-0.424220107,-1.293866481,-0.110202904,-1.251547235,0.130132842,-1.191015577,0.393002842,-1.071934596,0.62615215,-0.813669812,0.807711026,-0.558655543,0.907634001,-0.320263359,1.014361604,-0.069273913,1.067033287,0.205769458,1.126061049,0.480396403,1.09729023,0.646414809,0.94660005,0.880232212,0.732829041,1.003105041,0.535587978,1.026095994,0.307113791,1.062265287,0.065524169,1.059867814,-0.154651042,1.068306685,-0.434443029,0.959218956,-0.689196215,0.854828447,-0.849522373
Haaf033k,Hyloba,agilis,f,1.142124004,-0.881224802,0.855090525,-1.18781689,0.487450929,-1.345283849,0.134626381,-1.37605635,-0.247369927,-1.314552561,-0.601242318,-1.120937532,-0.90356771,-0.943029492,-1.06873637,-0.606752146,-1.20928109,-0.208475569,-1.181849821,-0.087747234,-1.06938225,0.043666205,-1.022867402,0.190966217,-0.972808239,0.324704477,-0.859775337,0.471203681,-0.754613611,0.551064609,-0.585354934,0.660400711,-0.464659026,0.784311934,-0.353179574,0.851724766,0.046180691,1.134520622,0.348132948,1.107469064,0.642971543,1.088445886,0.936205215,0.98708691,1.146144073,0.755609193,1.336328878,0.49211751,1.370390168,0.222421332,1.411699848,-0.128844767,1.440061017,-0.41017232
Haam009k,Hyloba,agilis,m,0.979872728,-0.846879916,0.682858532,-1.068268669,0.340398866,-1.203511638,0.046578668,-1.281394512,-0.338653223,-1.279636545,-0.610037141,-1.123433222,-0.887338982,-0.872811732,-1.028199972,-0.584968339,-1.180251422,-0.262412343,-1.194379046,-0.040371588,-1.12731575,0.195290787,-1.095655607,0.42745384,-0.920413524,0.644225435,-0.728391183,0.707450403,-0.513602841,0.823286876,-0.33034282,0.936859985,-0.095260009,0.986986274,0.133820541,1.008802943,0.348629763,0.937606686,0.535913924,0.854132129,0.720188176,0.716056576,0.84556728,0.514801316,1.00915435,0.381227449,1.069234324,0.204192667,1.114739023,-0.043099243,1.143287814,-0.241655222,1.163376199,-0.44588809
Haam014k,Hyloba,agilis,m,0.375459284,-1.171376923,0.051691695,-1.182158517,-0.254910563,-1.139548788,-0.62262252,-1.01509227,-0.895187924,-0.871107935,-1.100505076,-0.611508854,-1.21375207,-0.317850143,-1.152588098,-0.032611034,-1.161391752,0.267046608,-0.997451316,0.457951794,-0.929524198,0.656927109,-0.756800583,0.80511212,-0.518312017,0.840340432,-0.307596224,0.811929191,-0.069704308,0.905765392,0.123149696,0.928381733,0.357945358,0.955600877,0.591590021,0.907546799,0.837885152,0.772098605,0.990292239,0.574880971,1.075852747,0.323385508,1.134426474,0.174625162,1.041061523,-0.137145086,0.958527784,-0.361792961,0.915931743,-0.624760801,0.778767516,-0.835135559,0.662344184,-1.037150609
Haam021k,Hyloba,agilis,m,1.171140012,-0.740067531,0.866709745,-0.939850699,0.564287956,-1.082440121,0.207020485,-1.111514371,-0.177864868,-1.128799213,-0.502189575,-1.156697098,-0.793230055,-0.979716206,-1.079556027,-0.731869749,-1.20589223,-0.468070009,-1.26321054,-0.19595527,-1.168070313,-0.010464368,-1.128258841,0.18596898,-1.090843356,0.3436361,-0.96783662,0.591394768,-0.787742835,0.659550667,-0.633972146,0.693869648,-0.431192228,0.838319546,-0.225282332,0.913326237,0.048715984,0.988756923,0.385653272,1.026663044,0.718693969,0.986413461,0.990646489,0.839507058,1.188985918,0.638739215,1.32198644,0.419184794,1.319732029,0.067899401,1.353513673,-0.212806281,1.295403586,-0.534053931
Haam025k,Hyloba,agilis,m,0.506018617,-1.185285852,0.17958934,-1.197684707,-0.116677433,-1.238507634,-0.453069988,-1.164928695,-0.782477831,-1.025570397,-0.976238811,-0.802181585,-1.150809618,-0.521765366,-1.256611049,-0.193517109,-1.192509827,0.131799516,-1.096221132,0.270575815,-0.972166941,0.428111149,-0.829643972,0.627566886,-0.699200984,0.813218743,-0.459325012,0.849536756,-0.236749451,0.928926841,-0.04663949,0.979654865,0.142757232,1.042131221,0.402820677,1.073750663,0.665217725,0.965663945,0.914752331,0.823519332,1.122459704,0.618734583,1.182331499,0.333294711,1.184682751,0.046697411,1.116245265,-0.252057026,1.086676154,-0.565899841,1.073891919,-0.831571487,0.79697994,-1.041356263
Haam027k,Hyloba,agilis,m,0.666953333,-1.025907044,0.314302871,-1.150154209,-0.021234768,-1.1609301,-0.373335424,-1.116255497,-0.67484792,-0.963447957,-0.979459523,-0.782495193,-1.183913149,-0.528004159,-1.24275038,-0.172790716,-1.16284686,0.134503084,-1.055282522,0.309860618,-0.953645544,0.499408653,-0.841715484,0.6280696,-0.669779696,0.662600182,-0.447036464,0.6544709,-0.253253992,0.706039065,-0.082710911,0.80259608,0.077934453,0.845909749,0.310860337,0.852910402,0.567118161,0.82454879,0.756626137,0.728643109,0.959500973,0.533550654,1.052883746,0.378815751,1.125300633,0.151238186,1.096797523,-0.122442356,1.046876794,-0.300711029,1.014468835,-0.585080625,0.931063487,-0.786952172
Haam032k,Hyloba,agilis,m,0.79382879,-1.124300904,0.458527007,-1.229142983,0.098992093,-1.188178941,-0.257514522,-1.165091482,-0.580171132,-1.190055376,-0.930455751,-1.018233427,-1.122201831,-0.765432351,-1.21585675,-0.452545679,-1.329873912,-0.157214835,-1.278347871,0.106133869,-1.137485645,0.312603062,-0.999659764,0.47312151,-0.875288709,0.642050334,-0.671563485,0.792626316,-0.447623721,0.921041985,-0.222843534,1.004661073,0.001201286,1.078364462,0.22951333,1.102924793,0.503915356,1.012676776,0.767534263,0.924163871,0.919131487,0.738652265,1.09342008,0.496054626,1.248170382,0.225915288,1.241864183,-0.025597269,1.282529775,-0.283705352,1.24595841,-0.54671272,1.141013149,-0.766284004
Hmaf005k,Hyloba,muelleri,f,0.674248123,-0.896301746,0.333686647,-0.965101438,0.108229547,-0.964287138,-0.282280954,-0.917064999,-0.498173259,-1.006394526,-0.79491789,-0.900950438,-0.965937545,-0.689108444,-1.083251981,-0.406596653,-1.221979497,-0.208619337,-1.158312345,0.001263503,-1.024160072,0.188620213,-0.954243446,0.32885704,-0.872955157,0.518106803,-0.700384361,0.675824978,-0.473587763,0.786055653,-0.305149304,0.93205068,-0.086132073,1.007497316,0.127947008,1.060915671,0.449271943,1.007221789,0.753256459,0.882982057,0.993379545,0.726111026,1.226772724,0.497110804,1.317956829,0.234636642,1.298394114,-0.087141984,1.20525743,-0.327593271,1.077512546,-0.595608291,0.865614604,-0.78022894
Hmaf011k,Hyloba,muelleri,f,1.236252944,-0.471612207,1.031240834,-0.752972401,0.81856891,-0.974810419,0.565258139,-1.12998884,0.197821672,-1.25170918,-0.089767614,-1.220038534,-0.392894857,-1.088488799,-0.626150114,-0.909844609,-0.844339905,-0.678856196,-0.879122936,-0.41001339,-0.931597534,-0.268881484,-0.979840657,-0.123158719,-1.017158619,0.082185528,-1.030260316,0.249333688,-0.90959571,0.409970512,-0.801464917,0.517756907,-0.721925646,0.624558886,-0.652974354,0.815691746,-0.388469505,0.914455638,-0.086580137,1.094446974,0.179875024,1.167922398,0.526364735,1.115153856,0.794111291,0.952958381,1.032315082,0.763258089,1.194483631,0.480636746,1.345729459,0.171924883,1.37624588,-0.145463421
Hmaf024k,Hyloba,muelleri,f,0.557347922,-1.189129062,0.176033657,-1.208958392,-0.154175404,-1.184667516,-0.515122138,-1.039540711,-0.801923183,-1.006548361,-1.080483831,-0.726535349,-1.250607706,-0.419159686,-1.308786648,-0.129008839,-1.257789215,0.288126031,-1.12488798,0.432235742,-0.976241638,0.500194622,-0.804514052,0.630674156,-0.612130007,0.714355219,-0.399499104,0.798110816,-0.190525919,0.868452624,-0.050139927,0.910290041,0.188833413,0.911151348,0.427535651,0.84908659,0.653327988,0.792159888,0.835902744,0.628147977,1.002277799,0.454314014,1.13060173,0.247434182,1.168288327,0.035647427,1.17857753,-0.221128941,1.16690681,-0.455553782,1.128676695,-0.643407222,0.984880098,-0.861561464
Hmaf027k,Hyloba,muelleri,f,0.871486544,-1.103536605,0.56443168,-1.20700485,0.21781003,-1.288635109,-0.101568701,-1.262180045,-0.452898018,-1.231967087,-0.760259657,-1.095958047,-1.025694589,-0.839693545,-1.141389963,-0.553385592,-1.191819924,-0.180925764,-1.208042172,0.002324591,-1.139478334,0.203786257,-1.038633009,0.377695461,-0.888519439,0.555418781,-0.720398707,0.677538183,-0.555658225,0.761897516,-0.371553924,0.907189026,-0.184502388,1.069694271,-0.056253906,1.150330694,0.282494295,1.22808524,0.6199818,1.118715008,0.909930356,0.970102402,1.081020402,0.722293208,1.213162099,0.412846365,1.289804024,0.088667637,1.32481745,-0.225498567,1.361285799,-0.54114687,1.154082634,-0.836743268
Hmaf028k,Hyloba,muelleri,f,0.885523743,-0.994474752,0.564863278,-1.105214646,0.241682216,-1.167841759,-0.088812714,-1.244939548,-0.435294157,-1.216798119,-0.752564643,-1.055737378,-0.936873818,-0.799650198,-1.026497484,-0.417924344,-1.063675356,-0.098353306,-0.994494495,0.023064148,-0.885448998,0.158886251,-0.836350734,0.314952841,-0.702520397,0.456377136,-0.668078914,0.585189705,-0.515104616,0.687285138,-0.3725523,0.760371262,-0.258834797,0.896326681,-0.147648245,0.996284922,0.089669373,1.033275144,0.423981838,1.02095582,0.712263293,0.928837503,0.93525414,0.709975477,1.078619208,0.49321341,1.182929404,0.197379661,1.20791065,-0.037237066,1.189802237,-0.396751082,1.125298995,-0.668469771
Hmaf040k,Hyloba,muelleri,f,0.885001944,-1.098897033,0.571219019,-1.30264811,0.19622799,-1.328871685,-0.167959897,-1.294401821,-0.509115322,-1.251257099,-0.803097002,-1.037267465,-1.084225639,-0.782245541,-1.201519042,-0.495892869,-1.174891216,-0.147248789,-1.178894059,0.10507894,-1.1024983,0.257993441,-1.003036304,0.452356746,-0.871647478,0.604002833,-0.707661466,0.69120729,-0.496083585,0.764359293,-0.349883673,0.879570275,-0.192730616,0.960297956,0.000106152,1.095856466,0.324880141,1.080744907,0.599392409,1.03973562,0.884327174,0.890825921,1.09618913,0.718859056,1.227847834,0.430606682,1.288612831,0.138715195,1.319097929,-0.17071739,1.268218657,-0.461228506,1.154335542,-0.720247981
Hmaf042k,Hyloba,muelleri,f,0.071724186,-1.239318366,-0.216354607,-1.232730119,-0.528863366,-1.085314738,-0.831669982,-0.926956493,-1.077817495,-0.713801244,-1.210636555,-0.503330491,-1.296353726,-0.188950437,-1.246439414,0.150799913,-1.079768368,0.402156039,-1.001041021,0.557637349,-0.832943461,0.68051697,-0.671033168,0.826908912,-0.480047525,0.854744056,-0.23851028,0.885155846,-0.02014316,0.892802871,0.214948099,0.950264553,0.453368879,0.934421814,0.665192679,0.920723895,0.899567649,0.724374082,1.09272644,0.539765911,1.230310844,0.250725466,1.280036605,0.024686388,1.247594268,-0.244468232,1.103500643,-0.500855688,1.019709662,-0.817246157,0.837385734,-1.012833411,0.681550804,-1.164047996
Hmam002k,Hyloba,muelleri,m,0.719304046,-0.932787137,0.426536985,-1.008825213,0.16334765,-1.029411541,-0.153664181,-1.004251377,-0.494672369,-0.983519147,-0.743613878,-0.879970955,-1.003231159,-0.769076003,-1.137951698,-0.535805212,-1.163609509,-0.254318508,-1.211667391,-0.016588658,-1.132883231,0.156877169,-1.066796345,0.358828797,-0.876710627,0.525675265,-0.667980929,0.687514677,-0.512002441,0.842787129,-0.288389007,0.930422985,-0.071033983,0.986108814,0.136107933,1.052586281,0.439510889,0.980339542,0.744954395,0.938756482,0.979237369,0.761319404,1.098448739,0.532546658,1.190232112,0.263876455,1.19927873,-0.008859456,1.215934411,-0.236087631,1.137318773,-0.534309966,1.016185314,-0.771630441
Hmam010k,Hyloba,muelleri,m,0.247334513,-1.021033579,-0.05277583,-1.034940193,-0.285604448,-0.961988506,-0.568677777,-0.808604824,-0.84738526,-0.76011464,-1.098785487,-0.543234815,-1.239877736,-0.309921923,-1.195679342,0.004800128,-1.106297355,0.304908215,-1.04441648,0.442687299,-0.914573355,0.636117292,-0.725569879,0.747262628,-0.500873976,0.850272716,-0.279352609,0.857810899,-0.029458171,0.894043347,0.219236758,0.9141278,0.475864618,0.850201314,0.715656534,0.785710137,0.883517673,0.602026863,1.015366905,0.43727852,1.065439913,0.188268967,1.046243211,-0.025843142,1.022276,-0.260331403,0.942867515,-0.45157998,0.844463687,-0.625216918,0.766771965,-0.764875364,0.64857054,-0.961088926
Hmam030k,Hyloba,muelleri,m,0.810217923,-0.881428269,0.545313709,-1.014638573,0.224208163,-1.03498562,-0.021065446,-1.007890446,-0.342346199,-1.028146742,-0.61289217,-0.976182504,-0.815429341,-0.760313201,-0.901924637,-0.478557375,-1.005904337,-0.219674969,-0.993749488,-0.03464775,-0.943874503,0.070848285,-0.842142059,0.206376856,-0.693438939,0.316920812,-0.615299978,0.450329326,-0.467170221,0.582696497,-0.356117636,0.697682642,-0.233304696,0.814500453,-0.090739334,0.920554421,-0.01362848,0.90186287,0.230903367,1.012213339,0.57787439,0.94917374,0.835354829,0.781414895,1.021669293,0.532838111,1.176735048,0.255213558,1.246979531,-0.049049494,1.176391578,-0.408886901,1.079141956,-0.611580356
Hmau023k,Hyloba,muelleri,u,1.119044187,-0.689571328,0.850557256,-0.892002399,0.583454018,-1.010526864,0.275311994,-1.053785624,-0.029585864,-1.087197598,-0.405293187,-1.074870209,-0.689406931,-0.960064908,-0.864628004,-0.713812556,-1.061843727,-0.433648451,-1.106809567,-0.292208409,-1.141849928,-0.141530077,-1.081944062,0.094794661,-1.021987548,0.294833216,-0.84441128,0.385640809,-0.723796142,0.569300781,-0.596338489,0.735943585,-0.493588244,0.879825694,-0.402525631,0.933519232,-0.185265492,1.044344698,0.180496743,1.098756697,0.513625806,1.080442283,0.802481535,0.904581209,1.053543988,0.679422464,1.206229089,0.406747576,1.364640126,0.117577441,1.345307466,-0.173475631,1.243931964,-0.461997712
Hmau029k,Hyloba,muelleri,u,0.748149826,-1.210340874,0.343894523,-1.300176351,-0.052928037,-1.28076519,-0.437378285,-1.153765046,-0.728910098,-0.927479142,-1.095052307,-0.810135883,-1.334339402,-0.50205487,-1.387102537,-0.182296613,-1.341068474,0.197064034,-1.232244342,0.306413089,-1.095196175,0.465002596,-0.941144781,0.565654805,-0.724332199,0.671960235,-0.497330965,0.69780631,-0.280893624,0.769793964,-0.094497986,0.805124035,0.144266047,0.875861194,0.360959335,0.944797445,0.474472571,0.875952157,0.762694492,0.90996603,1.02762817,0.7250252,1.229033479,0.499292523,1.306882828,0.195362627,1.301430935,-0.098138935,1.279790632,-0.374907097,1.151734479,-0.697945521,1.056480077,-0.976003673
Hmau035k,Hyloba,muelleri,u,0.906715789,-0.891356207,0.632953131,-0.999447898,0.322271257,-1.044562009,0.032571556,-1.03888026,-0.308967549,-1.044437771,-0.570634326,-0.920104407,-0.846883325,-0.765625009,-0.996168832,-0.496081168,-1.079095608,-0.18918481,-1.066804035,-0.080076276,-1.052183397,0.101520759,-0.980038711,0.24195968,-0.882206348,0.433879861,-0.70644733,0.513947436,-0.596368987,0.589258693,-0.445909765,0.707895934,-0.305961827,0.78663369,-0.190231494,0.957171101,0.113532881,0.973501579,0.388354789,0.95094985,0.675148739,0.859573109,0.92395701,0.710720734,1.080625725,0.522893276,1.220839025,0.233293136,1.209958638,-0.065226196,1.241798826,-0.327791508,1.190934958,-0.619417478
Hmff011k,Hyloba,muelleri,f,0.248929269,-1.196826679,-0.024339592,-1.196758647,-0.31721344,-1.173728847,-0.592620711,-1.037149529,-0.843363126,-0.900037404,-1.067608441,-0.671479303,-1.190062261,-0.431798024,-1.207070566,-0.105760766,-1.264814113,0.215018435,-1.123588978,0.451383369,-0.961444808,0.630283062,-0.812100322,0.803819266,-0.532251915,0.878278129,-0.307729821,0.961738493,-0.060736493,1.014335461,0.178117533,0.997778193,0.422276574,0.989156368,0.58912367,0.926127076,0.733086019,0.854582682,0.962002015,0.669231499,1.146650221,0.410598278,1.237682662,0.175266999,1.198106524,-0.144268903,1.118354739,-0.417030155,0.992624244,-0.697560809,0.849672796,-0.917878939,0.582226856,-1.115796988
Hmff020k,Hyloba,muelleri,f,1.018226323,-0.903838212,0.717829781,-1.044096726,0.382774685,-1.183222416,0.041874768,-1.127424031,-0.300979606,-1.12053475,-0.64966083,-1.039347194,-0.900441756,-0.845281454,-1.121459556,-0.603559021,-1.159183014,-0.252142884,-1.150952644,-0.098576868,-1.113588787,0.08927005,-1.027952743,0.316259898,-1.032363235,0.496623671,-0.870079362,0.60688925,-0.669414794,0.7142717,-0.510289701,0.770525852,-0.282810657,0.864701165,-0.166194135,0.920111295,0.093128371,1.058652892,0.423124504,1.032257384,0.736194538,0.988278296,1.027092903,0.770007992,1.153200758,0.548607814,1.322387624,0.228266355,1.350648126,-0.082249047,1.359816498,-0.393714579,1.247283825,-0.661663267
Hmfm021k,Hyloba,muelleri,m,0.453138301,-1.019680369,0.162307071,-1.075799158,-0.151819727,-1.064650696,-0.421574522,-0.985251828,-0.730115064,-0.88040011,-0.985238608,-0.739344076,-1.175311229,-0.500192648,-1.28555766,-0.181812937,-1.214445247,0.064416301,-1.168843114,0.355748502,-1.033230486,0.534939907,-0.84555428,0.677651,-0.606531717,0.749791667,-0.379839051,0.782557362,-0.166071983,0.90602654,0.053386829,0.94061133,0.283719449,0.941587953,0.512239102,0.956523309,0.755630584,0.7846803,0.90500231,0.621455213,1.019903324,0.413906984,1.117861046,0.153951589,1.09099412,-0.032442242,1.103666933,-0.306432628,1.027485874,-0.522295183,0.864936863,-0.702147945,0.794042881,-0.890125751
Hspf005k,Homo,sapiens,f,1.037906225,-1.567629892,0.512071555,-1.682081123,-0.040276664,-1.735993559,-0.575176531,-1.634581379,-1.126005527,-1.371461952,-1.584559745,-1.275988895,-2.009574101,-0.904636016,-1.940755674,-0.36207033,-1.977148503,0.071839842,-1.940218383,0.519047216,-1.719700201,0.723061425,-1.531465793,0.95224454,-1.217549167,1.118815638,-0.857031819,1.163842958,-0.594699488,1.283172203,-0.177755204,1.36891482,0.176618815,1.361000243,0.478013076,1.340851866,0.876851112,1.19351171,1.297820438,1.000091076,1.605927393,0.807542658,1.906566936,0.55313998,2.006549659,0.185646259,2.075453726,-0.175051387,1.904140682,-0.587669444,1.824932211,-0.998127597,1.654275244,-1.339193915
Hspf008k,Homo,sapiens,f,1.453500416,-1.123203433,1.022582165,-1.352793041,0.563274808,-1.508634478,-0.016199545,-1.629481356,-0.511754856,-1.69369143,-0.970397223,-1.67110215,-1.336902242,-1.461952715,-1.598425272,-0.99929867,-1.67844738,-0.487338664,-1.642332226,-0.166196013,-1.655036774,0.124473821,-1.541357063,0.340176122,-1.496921858,0.653789494,-1.26953419,0.821769496,-1.005927889,1.07330894,-0.766833303,1.146667222,-0.570134985,1.312090715,-0.311890756,1.315824426,0.113486411,1.341265526,0.626515315,1.303546872,1.088729496,1.267353533,1.54187803,1.155434483,1.838901617,0.949633879,2.019106089,0.493857427,2.112941027,0.026729845,2.071087472,-0.445135997,2.008396775,-0.843195669
Hspf009k,Homo,sapiens,f,1.461381691,-1.472641301,1.012864122,-1.659560787,0.46024628,-1.741103567,-0.097367454,-1.717630508,-0.610454812,-1.772683232,-1.082093375,-1.646696361,-1.450926081,-1.212952464,-1.721829396,-0.779199336,-1.914917306,-0.38784504,-2.005864977,-0.141831132,-1.875656668,0.239018643,-1.730968499,0.567428077,-1.457695593,0.738030928,-1.307527286,0.994559704,-0.962575907,1.132054604,-0.692319782,1.280412803,-0.437108557,1.485828127,-0.099559265,1.609937794,0.349542105,1.61042228,0.850670112,1.512025538,1.339273706,1.318341097,1.682816545,1.098027852,1.992513916,0.750302851,2.110400041,0.247542959,2.168430924,-0.159778287,2.074832749,-0.652064205,1.91571292,-1.137139407
Hspf012k,Homo,sapiens,f,1.143969708,-1.574643033,0.628255455,-1.828068072,0.0780829,-1.881143192,-0.406185822,-1.739431578,-0.947980692,-1.766847616,-1.482076543,-1.543912571,-1.729812256,-1.088680921,-1.77691849,-0.588434524,-1.908478348,-0.00226901,-1.966438384,0.282551622,-1.829942015,0.599710202,-1.726991873,0.924550959,-1.466542334,1.173792942,-1.115550585,1.159896754,-0.756444289,1.315850633,-0.437280036,1.374556717,-0.054209671,1.386183241,0.272271909,1.406869224,0.740690081,1.370446701,1.136200137,1.260381632,1.683836894,1.165099665,1.981500523,0.807110041,2.21731114,0.422113381,2.174774545,-0.011531277,2.108856279,-0.557574582,1.832673423,-0.974094098,1.600876077,-1.282699224
Hspf014k,Homo,sapiens,f,1.500110166,-1.378271064,0.985468024,-1.618986494,0.431493149,-1.775634486,-0.234295883,-1.872617337,-0.856071556,-1.828881614,-1.477970075,-1.752553766,-1.939333288,-1.403037307,-2.110871571,-0.874822913,-2.20774727,-0.291306334,-2.182569951,0.093996974,-2.001115786,0.487254111,-1.80847607,0.876634161,-1.59375906,1.197037241,-1.139807162,1.374420274,-0.805578689,1.449237018,-0.353953776,1.510878307,0.041046145,1.487626835,0.487640569,1.544645494,0.918352653,1.312751329,1.280959523,1.146109719,1.576136211,1.017877212,1.817414192,0.729119365,1.968461213,0.448603824,1.932253812,0.02853326,1.88569508,-0.320702108,1.954504504,-0.674378122,1.800152785,-1.040910351
Hspf018k,Homo,sapiens,f,1.208421405,-1.481855438,0.675027636,-1.634875076,0.101894181,-1.691870533,-0.503055857,-1.654055628,-1.012307816,-1.447946107,-1.500367712,-1.421088626,-1.862177927,-1.01923509,-2.009729245,-0.50807748,-2.042961587,0.011655693,-1.903757818,0.378111543,-1.82477737,0.72839917,-1.636814349,0.990269602,-1.358951083,1.184060757,-0.985579006,1.269156442,-0.594897496,1.310832703,-0.284740195,1.434328951,0.019331386,1.383306448,0.352291209,1.359930748,0.815617849,1.291231341,1.253262032,1.100516308,1.663413207,0.853543599,1.981284929,0.629536977,2.112921153,0.242811026,2.001784001,-0.213308418,1.942750805,-0.659005149,1.761829758,-1.067928682,1.524168175,-1.344804431
Hspf028k,Homo,sapiens,f,1.335067529,-1.490246289,0.847395559,-1.771001597,0.355536123,-1.874810618,-0.16229933,-1.970413267,-0.678020169,-1.855948177,-1.126304902,-1.66945262,-1.495326408,-1.291274974,-1.669021313,-0.826247846,-1.876568379,-0.389932472,-1.822152057,-0.004072001,-1.81878412,0.345171867,-1.699668904,0.67635729,-1.474173994,0.904667052,-1.277848599,1.158369957,-0.884793337,1.342515534,-0.623872677,1.418422035,-0.274749591,1.609103675,0.029409924,1.641925198,0.503811575,1.612473929,0.993781597,1.515382565,1.375823989,1.331434718,1.766401951,1.082879566,1.953916767,0.62940131,1.984949949,0.192678471,1.996418853,-0.369567621,1.99566755,-0.783195886,1.746681506,-1.210165838
Hspf039k,Homo,sapiens,f,1.913466309,-1.073587116,1.471239682,-1.521237914,0.956137992,-1.721083478,0.399023627,-1.8584283,-0.144842407,-1.943318318,-0.791175113,-1.903797617,-1.226924384,-1.589335227,-1.576805548,-1.189370042,-1.801534742,-0.687325823,-1.867038469,-0.371823558,-1.924689299,-0.107869245,-1.896229366,0.26122269,-1.612195465,0.556314028,-1.49519632,0.759832558,-1.167832607,0.905738228,-1.002128261,1.140718091,-0.727318799,1.262619952,-0.410808309,1.471358859,0.117391562,1.532156728,0.530616661,1.650737171,0.907836527,1.625177645,1.325295329,1.484544328,1.673540026,1.176216307,1.872678764,0.742710339,2.121672888,0.331033662,2.224703678,-0.172113946,2.12230065,-0.625660151
Hspf040k,Homo,sapiens,f,1.267666084,-1.499131477,0.871894905,-1.735787655,0.314042585,-1.843765156,-0.28181706,-1.839043507,-0.840890833,-1.755145759,-1.375579183,-1.590331654,-1.747053575,-1.221264754,-1.892495506,-0.691087445,-2.230484104,-0.362466829,-2.151010604,0.042435669,-2.0132708,0.451835347,-1.92766192,0.739208336,-1.580593127,1.084249795,-1.171790126,1.129430432,-0.876813937,1.276565153,-0.421325945,1.362635425,-0.136436112,1.429841059,0.377578197,1.470799903,0.851143778,1.425019576,1.269834922,1.335299335,1.653149263,1.254929651,2.024943286,0.924400484,2.087031406,0.607593285,2.106394274,0.064195618,2.145128744,-0.340824997,2.006352565,-0.782971975,1.85343878,-1.081824043
Hspf085k,Homo,sapiens,f,1.505060304,-1.416141583,1.02474825,-1.625437906,0.453976121,-1.843269185,-0.08247235,-1.879687121,-0.639067778,-1.791721379,-1.14245951,-1.563150893,-1.648809425,-1.342447551,-2.005764836,-0.795264821,-2.116180085,-0.298738823,-2.006732887,0.074788276,-1.960435257,0.36566396,-1.749486723,0.665206781,-1.517767695,0.968182678,-1.227260884,1.097116971,-0.917483124,1.238554199,-0.569587809,1.468557057,-0.242597077,1.502552901,0.045774313,1.545265476,0.585194605,1.586763563,0.972385289,1.477562541,1.409389722,1.189037809,1.786577336,0.932416529,1.978917296,0.528101355,2.038622921,0.0699434,2.005323065,-0.387311148,1.954467265,-0.779344811,1.906102792,-1.158117
Hspf108k,Homo,sapiens,f,1.266221307,-1.674591643,0.741806575,-1.882039563,0.116532486,-1.948566315,-0.400981514,-1.957227084,-1.061968057,-1.768286379,-1.574018231,-1.583242492,-1.873192897,-1.133454502,-1.910973012,-0.647483578,-1.930628017,-0.061438709,-1.862381519,0.250369785,-1.794167707,0.650833754,-1.622477253,0.958283848,-1.368248252,1.212619504,-0.968250749,1.356262414,-0.654868717,1.48251584,-0.346726285,1.59403008,0.028421775,1.658235269,0.451802071,1.656076998,0.822650479,1.486004353,1.271587118,1.289285911,1.618322214,0.995943319,1.817774555,0.628187531,1.927171794,0.305376806,1.983598797,-0.155650912,1.869979222,-0.580508299,1.769341614,-0.990278703,1.645981206,-1.303136034
Hspm001k,Homo,sapiens,m,1.340737586,-1.498944535,0.847562323,-1.630140172,0.279014041,-1.717423384,-0.263813685,-1.678852666,-0.813557494,-1.64796318,-1.361652508,-1.602010934,-1.688122751,-1.267164657,-1.91717746,-0.791115236,-2.039866331,-0.27938832,-1.949077939,0.093842928,-1.901091328,0.418334298,-1.725921472,0.741518088,-1.496678368,0.970842278,-1.14714905,1.172847752,-0.803171822,1.287517887,-0.455459232,1.43701185,-0.160560463,1.496619231,0.190653643,1.53194618,0.65218812,1.42687311,1.111593169,1.297245302,1.51277699,1.141536502,1.847719261,0.83295604,2.043608489,0.461857706,2.12267839,0.114372718,2.042826274,-0.319122779,1.969291134,-0.764319776,1.928475613,-1.212034919
Hspm002k,Homo,sapiens,m,1.84958357,-0.971931598,1.452700055,-1.343390519,0.965475783,-1.611819693,0.358575195,-1.763245261,-0.127523359,-1.890649112,-0.705406575,-1.849520971,-1.091470138,-1.545699028,-1.391510759,-1.119483091,-1.645500984,-0.572535308,-1.764422656,-0.362050082,-1.8426296,-0.098860537,-1.82879759,0.211001724,-1.716252412,0.464321689,-1.49927428,0.644444276,-1.275647355,0.792191342,-1.044874624,0.945239151,-0.803781082,1.097615984,-0.593714753,1.173305557,-0.099301252,1.316743331,0.421892716,1.439137884,0.879057053,1.518701716,1.311010479,1.468538342,1.739979123,1.284992163,2.012227818,0.866629602,2.081468713,0.436865999,2.16165631,-0.100274223,2.169803375,-0.532936498
